image_id,unetpp_prnu_illum_iou,unetpp_prnu_freq_iou,unetpp_freq_illum_iou,unetpp_all_iou,diff_prnu_illum_iou,diff_prnu_freq_iou,diff_freq_illum_iou,notes
88,0.962535,0.943198,0.946794,0.96462,0.002085,0.021422,0.017826,
89,0.924958,0.921886,0.824697,0.927204,0.002246,0.005318,0.102507,
90,0.962994,0.967648,0.914935,0.977843,0.014849,0.010195,0.062908,
91,0.903982,0.850947,0.851201,0.897017,-0.006965,0.04607,0.045816,
92,0.938586,0.934039,0.909228,0.945373,0.006787,0.011334,0.036145,
93,0.903861,0.877064,0.915966,0.90478,0.000919,0.027716,-0.011186,
94,0.945331,0.942183,0.961617,0.975485,0.030154,0.033302,0.013868,
95,0.957831,0.961231,0.897629,0.934241,-0.02359,-0.02699,0.036612,
96,0.951975,0.962911,0.892323,0.945044,-0.006931,-0.017867,0.052721,
97,0.919601,0.932687,0.916765,0.945226,0.025625,0.012539,0.028461,
98,0.918052,0.921492,0.931452,0.929791,0.011739,0.008299,-0.001661,
99,0.965787,0.91135,0.953498,0.971202,0.005415,0.059852,0.017704,
100,0.959464,0.955423,0.953464,0.953136,-0.006328,-0.002287,-0.000328,
101,0.906111,0.943618,0.922251,0.924024,0.017913,-0.019594,0.001773,
102,0.947104,0.948183,0.940921,0.965829,0.018725,0.017646,0.024908,
103,0.939614,0.900865,0.955662,0.915912,-0.023702,0.015047,-0.03975,
104,0.956384,0.961322,0.961485,0.977003,0.020619,0.015681,0.015518,
105,0.961876,0.948096,0.957313,0.95122,-0.010656,0.003124,-0.006093,
106,0.96532,0.953711,0.951547,0.955412,-0.009908,0.001701,0.003865,
107,0.920532,0.950787,0.921766,0.93516,0.014628,-0.015627,0.013394,
108,0.960352,0.957695,0.955782,0.950284,-0.010068,-0.007411,-0.005498,
109,0.959632,0.959473,0.964465,0.965166,0.005534,0.005693,0.000701,
110,0.965361,0.969668,0.959249,0.973243,0.007882,0.003575,0.013994,
111,0.941715,0.955462,0.879523,0.942833,0.001118,-0.012629,0.06331,
112,0.946099,0.936538,0.912104,0.924318,-0.021781,-0.01222,0.012214,
113,0.89964,0.903059,0.877215,0.907921,0.008281,0.004862,0.030706,
114,0.952633,0.95286,0.935754,0.955385,0.002752,0.002525,0.019631,
115,0.912119,0.949136,0.953452,0.958713,0.046594,0.009577,0.005261,
116,0.927349,0.934029,0.940565,0.956195,0.028846,0.022166,0.01563,
117,0.962647,0.952474,0.935445,0.940661,-0.021986,-0.011813,0.005216,
118,0.866514,0.931373,0.853311,0.929639,0.063125,-0.001734,0.076328,
119,0.933536,0.917845,0.933071,0.937354,0.003818,0.019509,0.004283,
120,0.952381,0.956673,0.932302,0.931682,-0.020699,-0.024991,-0.00062,
121,0.947736,0.967201,0.94868,0.960326,0.01259,-0.006875,0.011646,
122,0.945455,0.944238,0.934568,0.944467,-0.000988,0.000229,0.009899,
123,0.940584,0.919245,0.896163,0.926299,-0.014285,0.007054,0.030136,
124,0.931206,0.938482,0.918402,0.916446,-0.01476,-0.022036,-0.001956,
125,0.953945,0.951209,0.912127,0.951115,-0.00283,-0.000094,0.038988,
126,0.973323,0.966057,0.968085,0.980734,0.007411,0.014677,0.012649,
127,0.937384,0.951319,0.931148,0.962039,0.024655,0.01072,0.030891,
128,0.971733,0.963991,0.958445,0.955155,-0.016578,-0.008836,-0.00329,
129,0.937525,0.946586,0.947558,0.963355,0.02583,0.016769,0.015797,
130,0.95285,0.91958,0.926671,0.953959,0.001109,0.034379,0.027288,
131,0.980731,0.965957,0.945894,0.968016,-0.012715,0.002059,0.022122,
132,0.979687,0.949528,0.931885,0.97596,-0.003727,0.026432,0.044075,
133,0.96393,0.958348,0.953747,0.947632,-0.016298,-0.010716,-0.006115,
134,0,0,0,0,0,0,0,
135,0.936779,0.956393,0.850052,0.941176,0.004397,-0.015217,0.091124,
136,0.943687,0.86991,0.914437,0.95677,0.013083,0.08686,0.042333,
137,0.976483,0.975385,0.946882,0.975212,-0.001271,-0.000173,0.02833,
138,0.938367,0.924757,0.890736,0.932981,-0.005386,0.008224,0.042245,
139,0.967469,0.925385,0.945584,0.973507,0.006038,0.048122,0.027923,
140,0.955164,0.950544,0.960969,0.972644,0.01748,0.0221,0.011675,
141,0.925993,0.939988,0.778349,0.923054,-0.002939,-0.016934,0.144705,
142,0.899935,0.928594,0.862091,0.913198,0.013263,-0.015396,0.051107,
143,0.904148,0.953236,0.931575,0.963644,0.059496,0.010408,0.032069,
144,0.940063,0.948108,0.917818,0.938768,-0.001295,-0.00934,0.02095,
145,0.949558,0.951488,0.929087,0.95274,0.003182,0.001252,0.023653,
146,0.963297,0.94315,0.96063,0.957606,-0.005691,0.014456,-0.003024,
147,0.906887,0.905079,0.924682,0.890378,-0.016509,-0.014701,-0.034304,
148,0.963423,0.964691,0.936701,0.957134,-0.006289,-0.007557,0.020433,
149,0.950152,0.944763,0.937082,0.948675,-0.001477,0.003912,0.011593,
150,0.963294,0.965471,0.922802,0.963702,0.000408,-0.001769,0.0409,
151,0.948868,0.965633,0.932763,0.938909,-0.009959,-0.026724,0.006146,
152,0.949731,0.964217,0.965182,0.95,0.000269,-0.014217,-0.015182,
153,0.943505,0.955521,0.965021,0.95752,0.014015,0.001999,-0.007501,
154,0.969499,0.973159,0.955483,0.977124,0.007625,0.003965,0.021641,
155,0.956579,0.94624,0.949518,0.925498,-0.031081,-0.020742,-0.02402,
156,0.911775,0.918949,0.901947,0.928192,0.016417,0.009243,0.026245,
157,0.906785,0.8981,0.942645,0.8979,-0.008885,-0.0002,-0.044745,
158,0.948655,0.951517,0.946868,0.963707,0.015052,0.01219,0.016839,
159,0.959563,0.898823,0.932049,0.945966,-0.013597,0.047143,0.013917,
160,0.88285,0.909677,0.932166,0.904737,0.021887,-0.00494,-0.027429,
161,0.976392,0.971691,0.957178,0.957162,-0.01923,-0.014529,-0.000016,
162,0.970294,0.965152,0.941115,0.959239,-0.011055,-0.005913,0.018124,
163,0.942857,0.963184,0.934114,0.939229,-0.003628,-0.023955,0.005115,
164,0.779196,0.785729,0.726437,0.762453,-0.016743,-0.023276,0.036016,
165,0.970522,0.983545,0.970434,0.983446,0.012924,-0.000099,0.013012,
166,0.95618,0.94857,0.931973,0.95082,-0.00536,0.00225,0.018847,
167,0.97967,0.971154,0.921082,0.971014,-0.008656,-0.00014,0.049932,
168,0.940184,0.954718,0.971418,0.944951,0.004767,-0.009767,-0.026467,
169,0.972185,0.97346,0.924344,0.951364,-0.020821,-0.022096,0.02702,
170,0.965465,0.959774,0.921369,0.955844,-0.009621,-0.00393,0.034475,
171,0.951513,0.940722,0.949622,0.975974,0.024461,0.035252,0.026352,
172,0.957265,0.909305,0.930128,0.94543,-0.011835,0.036125,0.015302,
173,0.926154,0.920755,0.913128,0.909901,-0.016253,-0.010854,-0.003227,
174,0.915361,0.930368,0.935644,0.934875,0.019514,0.004507,-0.000769,
175,0.959039,0.969356,0.912236,0.936289,-0.02275,-0.033067,0.024053,
176,0.931701,0.935783,0.894417,0.922023,-0.009678,-0.01376,0.027606,
177,0.948357,0.928595,0.907479,0.941744,-0.006613,0.013149,0.034265,
178,0.974199,0.948846,0.939533,0.951057,-0.023142,0.002211,0.011524,
179,0.929724,0.87695,0.911748,0.923611,-0.006113,0.046661,0.011863,
180,0.95702,0.955548,0.939287,0.963121,0.006101,0.007573,0.023834,
181,0.945946,0.941682,0.936216,0.950109,0.004163,0.008427,0.013893,
182,0.956333,0.951951,0.933097,0.966696,0.010363,0.014745,0.033599,
183,0.971921,0.961893,0.926852,0.955583,-0.016338,-0.00631,0.028731,
184,0.909555,0.916492,0.859492,0.921931,0.012376,0.005439,0.062439,
185,0.976162,0.964834,0.961738,0.974597,-0.001565,0.009763,0.012859,
186,0.95935,0.964411,0.931381,0.970806,0.011456,0.006395,0.039425,
187,0.9625,0.957205,0.931784,0.966601,0.004101,0.009396,0.034817,
188,0.965777,0.963876,0.97269,0.974306,0.008529,0.01043,0.001616,
189,0.970017,0.968177,0.891438,0.980596,0.010579,0.012419,0.089158,
190,0.953209,0.942144,0.92082,0.929542,-0.023667,-0.012602,0.008722,
191,0.948128,0.956401,0.939192,0.951919,0.003791,-0.004482,0.012727,
192,0.9777,0.967067,0.9625,0.982401,0.004701,0.015334,0.019901,
193,0.939054,0.897466,0.955756,0.933871,-0.005183,0.036405,-0.021885,
194,0.954516,0.971244,0.944773,0.958227,0.003711,-0.013017,0.013454,
195,0.960521,0.948697,0.903862,0.949718,-0.010803,0.001021,0.045856,
196,0.927536,0.945255,0.954396,0.970412,0.042876,0.025157,0.016016,
197,0.94515,0.952058,0.799648,0.941097,-0.004053,-0.010961,0.141449,
198,0.960609,0.92301,0.877807,0.962189,0.00158,0.039179,0.084382,
199,0.96295,0.974592,0.932782,0.94914,-0.01381,-0.025452,0.016358,
200,0.962188,0.910903,0.938842,0.962813,0.000625,0.05191,0.023971,
201,0.964906,0.961995,0.9501,0.966825,0.001919,0.00483,0.016725,
202,0.79172,0.87663,0.853822,0.834596,0.042876,-0.042034,-0.019226,
203,0.946817,0.925955,0.939382,0.941438,-0.005379,0.015483,0.002056,
204,0.957011,0.953226,0.909184,0.964846,0.007835,0.01162,0.055662,
205,0.92931,0.929861,0.889908,0.940311,0.011001,0.01045,0.050403,
206,0.948378,0.954613,0.927895,0.944934,-0.003444,-0.009679,0.017039,
207,0.964518,0.961939,0.914276,0.959897,-0.004621,-0.002042,0.045621,
208,0.945764,0.959269,0.964582,0.974113,0.028349,0.014844,0.009531,
209,0.951555,0.952476,0.933113,0.958126,0.006571,0.00565,0.025013,
210,0.966318,0.91467,0.938185,0.936431,-0.029887,0.021761,-0.001754,
211,0.962737,0.956537,0.968829,0.96822,0.005483,0.011683,-0.000609,
212,0.932739,0.915744,0.952073,0.924639,-0.0081,0.008895,-0.027434,
213,0.954504,0.962625,0.934927,0.95386,-0.000644,-0.008765,0.018933,
214,0.905686,0.924037,0.908291,0.911133,0.005447,-0.012904,0.002842,
215,0.93844,0.954465,0.928724,0.943007,0.004567,-0.011458,0.014283,
216,0.946535,0.965832,0.962684,0.950137,0.003602,-0.015695,-0.012547,
217,0.899963,0.944617,0.841822,0.938696,0.038733,-0.005921,0.096874,
218,0.967407,0.968538,0.931366,0.974104,0.006697,0.005566,0.042738,
219,0.961022,0.961681,0.954031,0.975485,0.014463,0.013804,0.021454,
220,0.932064,0.929793,0.95954,0.93353,0.001466,0.003737,-0.02601,
221,0.972176,0.967055,0.950842,0.972557,0.000381,0.005502,0.021715,
222,0.947826,0.961862,0.93037,0.948188,0.000362,-0.013674,0.017818,
223,0.848697,0.831407,0.838206,0.831807,-0.01689,0.0004,-0.006399,
224,0.900534,0.945575,0.897626,0.915388,0.014854,-0.030187,0.017762,
225,0.952874,0.963771,0.950399,0.942867,-0.010007,-0.020904,-0.007532,
226,0.937083,0.952717,0.928843,0.936067,-0.001016,-0.01665,0.007224,
227,0.958978,0.920314,0.855727,0.952744,-0.006234,0.03243,0.097017,
228,0.96327,0.968852,0.958069,0.977601,0.014331,0.008749,0.019532,
229,0.958455,0.937345,0.942118,0.940671,-0.017784,0.003326,-0.001447,
230,0.963743,0.962056,0.909873,0.966586,0.002843,0.00453,0.056713,
231,0.971662,0.939108,0.852419,0.947785,-0.023877,0.008677,0.095366,
232,0.861538,0.849289,0.867432,0.819563,-0.041975,-0.029726,-0.047869,
233,0.959951,0.948852,0.880179,0.938677,-0.021274,-0.010175,0.058498,
234,0.940561,0.946302,0.943941,0.933873,-0.006688,-0.012429,-0.010068,
235,0.928927,0.939099,0.882536,0.938298,0.009371,-0.000801,0.055762,
236,0.936746,0.902312,0.889897,0.937135,0.000389,0.034823,0.047238,
237,0.949714,0.94568,0.909644,0.950287,0.000573,0.004607,0.040643,
238,0.97482,0.958454,0.963172,0.968605,-0.006215,0.010151,0.005433,
239,0.960854,0.97724,0.961511,0.96463,0.003776,-0.01261,0.003119,
240,0.921214,0.931517,0.88152,0.974041,0.052827,0.042524,0.092521,
241,0.923483,0.939263,0.862637,0.929997,0.006514,-0.009266,0.06736,
242,0.948698,0.928867,0.935922,0.966435,0.017737,0.037568,0.030513,
243,0.969754,0.97061,0.966592,0.969179,-0.000575,-0.001431,0.002587,
244,0.941759,0.948795,0.881436,0.924771,-0.016988,-0.024024,0.043335,
245,0.953528,0.942371,0.935495,0.955907,0.002379,0.013536,0.020412,
246,0.96061,0.933747,0.940177,0.942677,-0.017933,0.00893,0.0025,
247,0.946862,0.963193,0.911231,0.951182,0.00432,-0.012011,0.039951,
248,0.950328,0.947368,0.880946,0.960093,0.009765,0.012725,0.079147,
249,0.963445,0.96701,0.961999,0.964236,0.000791,-0.002774,0.002237,
250,0.962035,0.953786,0.948718,0.939205,-0.02283,-0.014581,-0.009513,
251,0.954942,0.94708,0.940789,0.970535,0.015593,0.023455,0.029746,
252,0.962099,0.952381,0.942104,0.931576,-0.030523,-0.020805,-0.010528,
253,0.947034,0.96398,0.951748,0.956829,0.009795,-0.007151,0.005081,
254,0.96675,0.974665,0.909753,0.973138,0.006388,-0.001527,0.063385,
255,0.910328,0.938324,0.94066,0.920228,0.0099,-0.018096,-0.020432,
256,0.951918,0.952193,0.880482,0.941866,-0.010052,-0.010327,0.061384,
257,0.937539,0.915882,0.903742,0.926761,-0.010778,0.010879,0.023019,
258,0.95357,0.940287,0.866075,0.940658,-0.012912,0.000371,0.074583,
259,0.972061,0.966654,0.863065,0.970138,-0.001923,0.003484,0.107073,
260,0.956537,0.947902,0.933148,0.911806,-0.044731,-0.036096,-0.021342,
261,0.952576,0.960014,0.954608,0.946667,-0.005909,-0.013347,-0.007941,
262,0.952381,0.949873,0.913203,0.92849,-0.023891,-0.021383,0.015287,
263,0.926456,0.932198,0.921795,0.925409,-0.001047,-0.006789,0.003614,
264,0.946143,0.956443,0.908783,0.932197,-0.013946,-0.024246,0.023414,
265,0.886176,0.886131,0.900465,0.854588,-0.031588,-0.031543,-0.045877,
266,0.935411,0.937553,0.94165,0.944413,0.009002,0.00686,0.002763,
267,0.936983,0.930529,0.921675,0.932663,-0.00432,0.002134,0.010988,
268,0.930825,0.935181,0.9164,0.926393,-0.004432,-0.008788,0.009993,
269,0.952364,0.945102,0.920213,0.928724,-0.02364,-0.016378,0.008511,
270,0.971997,0.961779,0.935267,0.973529,0.001532,0.01175,0.038262,
271,0.930183,0.924468,0.889112,0.928496,-0.001687,0.004028,0.039384,
272,0.935102,0.935116,0.931497,0.958924,0.023822,0.023808,0.027427,
273,0.967,0.952042,0.924254,0.980113,0.013113,0.028071,0.055859,
274,0.971096,0.942235,0.963466,0.958752,-0.012344,0.016517,-0.004714,
275,0.921162,0.952037,0.959541,0.930029,0.008867,-0.022008,-0.029512,
276,0.967537,0.971151,0.950495,0.966589,-0.000948,-0.004562,0.016094,
277,0.934707,0.926513,0.912968,0.923187,-0.01152,-0.003326,0.010219,
278,0.956547,0.984298,0.952214,0.977332,0.020785,-0.006966,0.025118,
279,0.959371,0.960297,0.920088,0.945638,-0.013733,-0.014659,0.02555,
280,0.948205,0.930582,0.96215,0.942412,-0.005793,0.01183,-0.019738,
281,0.932958,0.957116,0.943585,0.961878,0.02892,0.004762,0.018293,
282,0.919891,0.958049,0.922738,0.944748,0.024857,-0.013301,0.02201,
283,0.969602,0.973011,0.963814,0.964074,-0.005528,-0.008937,0.00026,
284,0.970663,0.961129,0.938053,0.96543,-0.005233,0.004301,0.027377,
285,0.927113,0.924028,0.939718,0.916321,-0.010792,-0.007707,-0.023397,
286,0.956581,0.94492,0.925705,0.952067,-0.004514,0.007147,0.026362,
287,0.914952,0.950559,0.933725,0.935938,0.020986,-0.014621,0.002213,
288,0.919471,0.92842,0.910061,0.925645,0.006174,-0.002775,0.015584,
289,0.965378,0.969595,0.953819,0.95506,-0.010318,-0.014535,0.001241,
290,0.946978,0.942698,0.940929,0.965956,0.018978,0.023258,0.025027,
291,0.967144,0.958435,0.926976,0.96957,0.002426,0.011135,0.042594,
292,0.93155,0.918552,0.927627,0.919711,-0.011839,0.001159,-0.007916,
293,0.968124,0.979436,0.971381,0.966241,-0.001883,-0.013195,-0.00514,
294,0.932929,0.887661,0.975507,0.931307,-0.001622,0.043646,-0.0442,
295,0.950903,0.950436,0.928631,0.935511,-0.015392,-0.014925,0.00688,
296,0.921735,0.935426,0.913432,0.935978,0.014243,0.000552,0.022546,
297,0.947723,0.965895,0.853313,0.951093,0.00337,-0.014802,0.09778,
298,0.96548,0.956743,0.96,0.965455,-0.000025,0.008712,0.005455,
299,0.921999,0.960193,0.936882,0.927124,0.005125,-0.033069,-0.009758,
300,0.937688,0.931493,0.936013,0.95393,0.016242,0.022437,0.017917,
301,0.969707,0.964501,0.946487,0.959505,-0.010202,-0.004996,0.013018,
302,0.897332,0.90852,0.89556,0.861903,-0.035429,-0.046617,-0.033657,
303,0.950452,0.952519,0.924561,0.949477,-0.000975,-0.003042,0.024916,
304,0.968918,0.968301,0.939276,0.974466,0.005548,0.006165,0.03519,
305,0.967842,0.966055,0.904777,0.960468,-0.007374,-0.005587,0.055691,
306,0.949231,0.937572,0.933409,0.952034,0.002803,0.014462,0.018625,
307,0.971781,0.972849,0.964664,0.975673,0.003892,0.002824,0.011009,
308,0.961977,0.962925,0.962311,0.959932,-0.002045,-0.002993,-0.002379,
309,0.957999,0.957384,0.886525,0.966667,0.008668,0.009283,0.080142,
310,0.937189,0.944509,0.819078,0.926903,-0.010286,-0.017606,0.107825,
311,0.957938,0.960211,0.920233,0.965332,0.007394,0.005121,0.045099,
312,0.936722,0.934327,0.940063,0.939566,0.002844,0.005239,-0.000497,
313,0.945524,0.954138,0.918305,0.952921,0.007397,-0.001217,0.034616,
314,0.943657,0.938887,0.737598,0.963921,0.020264,0.025034,0.226323,
315,0.940672,0.948288,0.965917,0.97337,0.032698,0.025082,0.007453,
316,0.957696,0.955244,0.947581,0.954751,-0.002945,-0.000493,0.00717,
317,0.96493,0.957346,0.884171,0.970746,0.005816,0.0134,0.086575,
318,0.967191,0.967088,0.957412,0.957867,-0.009324,-0.009221,0.000455,
319,0.9494,0.967,0.909202,0.937712,-0.011688,-0.029288,0.02851,
320,0.94375,0.933886,0.940101,0.947114,0.003364,0.013228,0.007013,
321,0.903131,0.94826,0.860202,0.957496,0.054365,0.009236,0.097294,
322,0.848987,0.856226,0.885663,0.850554,0.001567,-0.005672,-0.035109,
323,0.925829,0.932044,0.945565,0.91891,-0.006919,-0.013134,-0.026655,
324,0.952205,0.928725,0.941531,0.947828,-0.004377,0.019103,0.006297,
325,0.902003,0.943372,0.819217,0.927146,0.025143,-0.016226,0.107929,
326,0.963686,0.956844,0.918478,0.941942,-0.021744,-0.014902,0.023464,
327,0.96213,0.972802,0.965821,0.954895,-0.007235,-0.017907,-0.010926,
328,0.943415,0.955728,0.942761,0.938659,-0.004756,-0.017069,-0.004102,
329,0.964306,0.959565,0.914607,0.952091,-0.012215,-0.007474,0.037484,
330,0.97127,0.963151,0.958665,0.97915,0.00788,0.015999,0.020485,
331,0.923132,0.938903,0.903363,0.915121,-0.008011,-0.023782,0.011758,
332,0.932574,0.956256,0.949218,0.937669,0.005095,-0.018587,-0.011549,
333,0.948712,0.956512,0.958212,0.953592,0.00488,-0.00292,-0.00462,
334,0.926614,0.916811,0.922339,0.881562,-0.045052,-0.035249,-0.040777,
335,0.936056,0.926433,0.943727,0.941454,0.005398,0.015021,-0.002273,
336,0.949902,0.950101,0.90559,0.957398,0.007496,0.007297,0.051808,
337,0.954887,0.924721,0.918231,0.929098,-0.025789,0.004377,0.010867,
338,0.940963,0.943913,0.899508,0.942333,0.00137,-0.00158,0.042825,
339,0.964007,0.969435,0.927953,0.956052,-0.007955,-0.013383,0.028099,
340,0.949389,0.957431,0.947712,0.943644,-0.005745,-0.013787,-0.004068,
341,0.948903,0.920863,0.845117,0.936423,-0.01248,0.01556,0.091306,
342,0.923061,0.929437,0.836635,0.95051,0.027449,0.021073,0.113875,
343,0.961513,0.947525,0.962719,0.965769,0.004256,0.018244,0.00305,
344,0.974423,0.962676,0.949454,0.974267,-0.000156,0.011591,0.024813,
345,0.855035,0.952904,0.828862,0.956412,0.101377,0.003508,0.12755,
346,0.953769,0.953451,0.949233,0.970029,0.01626,0.016578,0.020796,
347,0.956632,0.942002,0.940769,0.917571,-0.039061,-0.024431,-0.023198,
348,0.922599,0.933654,0.904702,0.934141,0.011542,0.000487,0.029439,
349,0.918246,0.893629,0.894533,0.924333,0.006087,0.030704,0.0298,
350,0.898587,0.933036,0.932321,0.929054,0.030467,-0.003982,-0.003267,
351,0.966796,0.966762,0.905258,0.970053,0.003257,0.003291,0.064795,
